tile_int,tile_vector,n_tiles,n_triplets,n_pairs,n_koritsu,n_terminals,n_ways
11222255556,2400410,11,2,1,3,4,24
11222255557,2400401,11,2,1,3,4,24
11222255566,2400320,11,2,2,1,4,144
11222255567,2400311,11,2,1,3,5,384
11222255577,2400302,11,2,2,1,4,144
11222255666,2400230,11,2,2,1,4,144
11222255667,2400221,11,1,3,2,5,864
11222255677,2400212,11,1,3,2,5,864
11222255777,2400203,11,2,2,1,4,144
11222256666,2400140,11,2,1,3,4,24
11222256667,2400131,11,2,1,3,5,384
11222256677,2400122,11,1,3,2,5,864
11222256777,2400113,11,2,1,3,5,384
11222257777,2400104,11,2,1,3,4,24
11222266667,2400041,11,2,1,3,4,24
11222266677,2400032,11,2,2,1,4,144
11222266777,2400023,11,2,2,1,4,144
11222267777,2400014,11,2,1,3,4,24
11222333344,2342000,11,2,2,1,4,144
11222333345,2341100,11,2,1,3,5,384
11222333346,2341010,11,2,1,3,5,384
11222333347,2341001,11,2,1,3,5,384
11222333355,2340200,11,2,2,1,4,144
11222333356,2340110,11,2,1,3,5,384
11222333357,2340101,11,2,1,3,5,384
11222333366,2340020,11,2,2,1,4,144
11222333367,2340011,11,2,1,3,5,384
11222333377,2340002,11,2,2,1,4,144
11222333444,2333000,11,3,1,0,4,384
11222333445,2332100,11,2,2,1,5,2304
11222333446,2332010,11,2,2,1,5,2304
11222333447,2332001,11,2,2,1,5,2304
11222333455,2331200,11,2,2,1,5,2304
11222333456,2331110,11,2,1,3,6,6144
11222333457,2331101,11,2,1,3,6,6144
11222333466,2331020,11,2,2,1,5,2304
11222333467,2331011,11,2,1,3,6,6144
11222333477,2331002,11,2,2,1,5,2304
11222333555,2330300,11,3,1,0,4,384
11222333556,2330210,11,2,2,1,5,2304
11222333557,2330201,11,2,2,1,5,2304
11222333566,2330120,11,2,2,1,5,2304
11222333567,2330111,11,2,1,3,6,6144
11222333577,2330102,11,2,2,1,5,2304
11222333666,2330030,11,3,1,0,4,384
11222333667,2330021,11,2,2,1,5,2304
11222333677,2330012,11,2,2,1,5,2304
11222333777,2330003,11,3,1,0,4,384
11222334444,2324000,11,2,2,1,4,144
11222334445,2323100,11,2,2,1,5,2304
11222334446,2323010,11,2,2,1,5,2304
11222334447,2323001,11,2,2,1,5,2304
11222334455,2322200,11,1,4,0,5,5184
11222334456,2322110,11,1,3,2,6,13824
11222334457,2322101,11,1,3,2,6,13824
11222334466,2322020,11,1,4,0,5,5184
11222334467,2322011,11,1,3,2,6,13824
11222334477,2322002,11,1,4,0,5,5184
11222334555,2321300,11,2,2,1,5,2304
11222334556,2321210,11,1,3,2,6,13824
11222334557,2321201,11,1,3,2,6,13824
11222334566,2321120,11,1,3,2,6,13824
11222334567,2321111,11,1,2,4,7,36864
11222334577,2321102,11,1,3,2,6,13824
11222334666,2321030,11,2,2,1,5,2304
11222334667,2321021,11,1,3,2,6,13824
11222334677,2321012,11,1,3,2,6,13824
11222334777,2321003,11,2,2,1,5,2304
11222335555,2320400,11,2,2,1,4,144
11222335556,2320310,11,2,2,1,5,2304
11222335557,2320301,11,2,2,1,5,2304
11222335566,2320220,11,1,4,0,5,5184
11222335567,2320211,11,1,3,2,6,13824
11222335577,2320202,11,1,4,0,5,5184
11222335666,2320130,11,2,2,1,5,2304
11222335667,2320121,11,1,3,2,6,13824
11222335677,2320112,11,1,3,2,6,13824
11222335777,2320103,11,2,2,1,5,2304
11222336666,2320040,11,2,2,1,4,144
11222336667,2320031,11,2,2,1,5,2304
11222336677,2320022,11,1,4,0,5,5184
11222336777,2320013,11,2,2,1,5,2304
11222337777,2320004,11,2,2,1,4,144
11222344445,2314100,11,2,1,3,5,384
11222344446,2314010,11,2,1,3,5,384
11222344447,2314001,11,2,1,3,5,384
11222344455,2313200,11,2,2,1,5,2304
11222344456,2313110,11,2,1,3,6,6144
11222344457,2313101,11,2,1,3,6,6144
11222344466,2313020,11,2,2,1,5,2304
11222344467,2313011,11,2,1,3,6,6144
11222344477,2313002,11,2,2,1,5,2304
11222344555,2312300,11,2,2,1,5,2304
11222344556,2312210,11,1,3,2,6,13824
11222344557,2312201,11,1,3,2,6,13824
11222344566,2312120,11,1,3,2,6,13824
11222344567,2312111,11,1,2,4,7,36864
11222344577,2312102,11,1,3,2,6,13824
